"Cite as: CAIT Climate Data Explorer. 2015. Washington, DC: World Resources Institute. Available online at:Êhttp://cait.wri.org.Ê Please Note: CAIT data are derived from several sources. Any use of the Land-Use Change and Forestry or Agriculture indicator should be cited as FAO 2014, FAOSTAT Emissions Database. Any use of CO2Êemissions from fuel combustion data should be cited as CO2ÊEmissions from Fuel Combustion, ©OECD/IEA, 2014.",,,,,,,,,,,,,,,,,,,,,
,,Total GHG,,Emissions by Gas excluding LUCF,,,,Emissions by Gas including LUCF,,,Emissions by Sector,,,,,,Emissions by Energy Sub-Sector,,,,
Country,Year,Total GHG Emissions Excluding Land-Use Change and Forestry (MtCO2e),Total GHG Emissions Including Land-Use Change and Forestry (MtCO?e?),Total CO2 (excluding Land-Use Change and Forestry) (MtCO2),Total CH4 (MtCO2e),Total N2O (MtCO2e),Total F-Gas (MtCO2e),Total CO2 (including Land-Use Change and Forestry) (MtCO2),Total CH4 (including Land-Use Change and Forestry) (MtCO2e),Total N2O (including Land-Use Change and Forestry) (MtCO2e),Energy (MtCO2e),Industrial Processes (MtCO2e),Agriculture (MtCO2e),Waste (MtCO2e),Land-Use Change and Forestry (MtCO2),Bunker Fuels (MtCO2),Electricity/Heat (MtCO2),Manufacturing/Construction (MtCO2),Transportation (MtCO2),Other Fuel Combustion (MtCO2e),Fugitive Emissions (MtCO2e)
Spain,2002,391.7859,389.6796,322.8576,37.4119,24.1705,7.3458,320.725086,37.42728091,24.1814533,307.9454,31.7622,39.2467,12.8216,-2.1063,29.55,117.31,57.81,95.69,35.2403,1.8951
Spain,2003,401.4643,399.3794,331.9891,37.9183,25.2055,6.3514,329.877174,37.93563911,25.21518854,315.9099,31.8435,40.5651,13.1459,-2.0849,30.34,111.18,64.51,100.59,37.7734,1.8565
Spain,2004,418.3431,416.3204,350.0105,38.4699,24.5057,5.357,347.939224,38.50165731,24.52242378,333.4944,31.1848,40.1938,13.4701,-2.0228,31.93,119.85,65.94,104.97,40.9164,1.8179
Spain,2005,429.9048,428.0813,364.5374,38.3605,22.6442,4.3627,362.498728,38.4963955,22.72350903,345.6389,32.4716,38,13.7944,-1.8235,34.18,129.51,64.37,108.69,41.2895,1.7794
Spain,2006,424.5577,409.2867,358.8031,38.3382,22.91,4.5065,342.977412,38.65043117,23.15235466,338.027,34.1766,38.0699,14.2843,-15.271,35.68,128.14,53.77,112.47,41.9115,1.7354
Spain,2007,438.1339,422.2793,370.9775,39.2276,23.2786,4.6503,355.094708,39.24616683,23.2881103,349.835,34.3903,39.1544,14.7741,-15.8546,36.78,135.74,57.03,115.46,39.9136,1.6914
Spain,2008,402.052,386.1492,338.0991,38.2985,20.8604,4.7941,322.186292,38.30438249,20.86444593,323.1931,27.9613,35.6337,15.2639,-15.9029,37.8,119.82,54.86,109.07,37.7957,1.6475
Spain,2009,361.6769,345.8124,297.1536,39.0714,20.514,4.9379,281.205662,39.12478815,20.54404157,288.4712,21.5652,35.8868,15.7537,-15.8646,36.92,103.91,45.33,100.57,37.0577,1.6035
Spain,2010,346.3006,330.4099,280.9265,39.0975,21.195,5.0816,264.983952,39.12983382,21.2144772,273.8693,19.7674,36.4204,16.2436,-15.8907,35.55,88.41,46.75,97.71,39.4398,1.5595
Spain,2011,345.78,329.9074,281.4606,38.5254,20.4236,5.3704,265.498534,38.58057825,20.45793332,276.4006,18.0702,35.0708,16.2384,-15.8726,37.94,101.42,45.46,91.26,36.7041,1.5564
Spain,2012,339.3602,323.4846,275.5208,38.212,19.9682,5.6591,259.499251,38.30971269,20.01648943,272.5718,16.2492,34.2959,16.2333,-15.8756,37.17,109.56,42.89,82.01,36.5585,1.5533
Sri Lanka,1990,22.5651,31.5443,3.8379,16.1864,2.5353,0.0055,12.795186,16.20162617,2.54192112,5.8743,0.2034,6.2697,10.2277,8.9792,1.21,0.16,0.4,2.47,2.8422,0.0021
Sri Lanka,1991,22.3337,31.263,3.9879,15.8595,2.4789,0.0074,12.895256,15.8747605,2.48554494,6.0516,0.2052,5.7604,10.3064,8.9293,0.96,0.32,0.36,2.49,2.8795,0.0021
Sri Lanka,1992,23.923,32.8024,5.2767,16.0753,2.5618,0.0092,14.134184,16.09051483,2.56840876,7.189,0.4159,5.933,10.385,8.8794,0.94,0.79,0.59,2.77,3.0369,0.0021
Sri Lanka,1993,24.0791,32.9086,5.1071,16.2867,2.6743,0.0111,13.914648,16.30194916,2.68089258,7.1264,0.3482,6.1309,10.4637,8.8295,1.09,0.41,0.64,2.96,3.1143,0.0021
Sri Lanka,1994,25.1526,33.9321,5.8017,16.5797,2.7583,0.0129,14.559304,16.59492349,2.7649264,7.7637,0.4746,6.3819,10.5423,8.7795,1.09,0.44,0.63,3.45,3.2416,0.0021
Sri Lanka,1995,25.2253,33.9549,5.847,16.6473,2.7162,0.0148,14.554728,16.66260781,2.722770219,7.8611,0.4618,6.2814,10.621,8.7296,1.09,0.35,0.48,3.66,3.369,0.0021
Sri Lanka,1996,27.3825,36.0816,8.3617,16.3123,2.6843,0.0243,17.019434,16.3410633,2.696771219,10.5335,0.486,5.6316,10.7314,8.6991,1.23,1.2,0.73,5.02,3.5814,0.0021
Sri Lanka,1997,27.6576,36.2801,8.35,16.5291,2.7446,0.0339,16.957824,16.53935878,2.749082218,10.6859,0.5138,5.626,10.8417,8.6226,0.87,1.5,0.79,4.62,3.7738,0.0021
Sri Lanka,1998,27.5265,36.1177,8.616,16.1035,2.7636,0.0434,17.174326,16.12645427,2.773513218,11.1584,0.4794,4.9366,10.9521,8.5912,0.82,1.32,0.98,4.83,4.0263,0.0021
Sri Lanka,1999,29.1151,37.6713,9.4973,16.5966,2.9683,0.0529,18.005322,16.63016975,2.982864217,12.1708,0.5403,5.3516,11.0625,8.5562,0.73,1.55,0.98,5.35,4.2887,0.0021
Sri Lanka,2000,30.6278,39.1042,10.922,16.6948,2.9486,0.0625,19.380248,16.70739524,2.954045216,13.7433,0.5644,5.1473,11.1729,8.4764,0.82,3.29,0.8,5.1,4.5512,0.0021
Sri Lanka,2001,30.5601,39.6859,10.8533,16.6657,2.9584,0.0827,19.977664,16.66664933,2.958858081,13.6652,0.636,4.9632,11.2957,9.1258,0.7,3.05,0.85,5.16,4.6031,0.0021
Sri Lanka,2002,31.5344,40.6146,11.3756,16.8787,3.1771,0.1029,20.435102,16.89318342,3.183320945,14.2772,0.6086,5.2301,11.4185,9.0802,0.8,3.48,0.88,5.26,4.6551,0.0021
Sri Lanka,2003,32.7692,41.7994,12.4089,17.2494,2.9877,0.1232,21.403282,17.27439751,2.998553809,15.2792,0.7021,5.2466,11.5414,9.0302,0.71,3.92,1.18,5.6,4.5771,0.0021
Sri Lanka,2004,33.0954,42.0482,12.8862,16.9991,3.0667,0.1434,21.81551,17.0154816,3.073776673,15.6811,0.8396,4.9104,11.6642,8.9528,0.78,4.42,0.83,5.78,4.649,0.0021
Sri Lanka,2005,35.0548,43.9417,14.0075,17.6106,3.2731,0.1636,22.871786,17.62631569,3.279909537,16.7931,0.9111,5.5635,11.787,8.8869,1.46,4.61,1.18,6.25,4.751,0.0021
Sri Lanka,2006,33.6508,40.446,12.4588,17.7519,3.2554,0.1847,19.246982,17.75676624,3.25751532,15.2367,0.9835,5.5376,11.9031,6.7952,1.38,3.38,1.15,5.93,4.7746,0.002
Sri Lanka,2007,34.7321,41.4936,13.6564,17.7052,3.1648,0.2058,20.414684,17.7074468,3.165751103,16.4002,1.0522,5.2506,12.0192,6.7615,0.86,4.07,1.12,6.5,4.7083,0.0019
Sri Lanka,2008,35.0276,41.7712,12.8677,18.3805,3.5525,0.2268,19.59608,18.39111736,3.557136886,15.5937,1.1245,6.164,12.1353,6.7436,0.93,4.03,1.07,5.88,4.6119,0.0018
Sri Lanka,2009,34.3235,41.0571,12.4153,18.2945,3.3658,0.2479,19.113752,18.31897792,3.376452669,15.1373,1.1932,5.7416,12.2514,6.7336,0.85,4.14,1.01,5.41,4.5756,0.0017
Sri Lanka,2010,35.6133,42.2908,13.2266,18.7861,3.3316,0.269,19.895288,18.79224847,3.334318452,15.9208,1.2656,6.0494,12.3675,6.6775,1,3.41,1.01,6.76,4.7392,0.0016
Sri Lanka,2011,38.4975,45.1583,15.5455,19.0269,3.6299,0.2951,22.184116,19.04241711,3.636633075,18.2536,1.3907,6.3858,12.4674,6.6608,1.55,5.17,1,7.2,4.882,0.0016
Sri Lanka,2012,38.5791,45.2091,15.86,19.0311,3.3667,0.3213,22.46871,19.04590575,3.373167698,19.7664,,5.9241,12.5673,6.63,2.07,6.49,1.12,7.21,4.9448,0.0016
Sudan,1990,76.6541,143.9901,5.5843,39.3861,31.6837,0,65.947442,45.38497913,32.65764027,11.0552,0.0843,64.6478,0.8669,67.336,0.11,0.5,0.93,3.92,5.7045,0.0007
Sudan,1991,78.036,143.4576,5.0443,40.3377,32.6511,0.003,63.493012,46.33655167,33.62500758,10.3389,0.0873,66.7157,0.8941,65.4215,0.12,0.58,1.11,3.1,5.5481,0.0009
Sudan,1992,83.3551,148.7706,4.7646,43.4379,35.1466,0.006,63.207326,49.43676421,36.12056489,9.8427,0.1306,72.4605,0.9213,65.4155,0.12,0.5,0.89,3.09,5.3617,0.001
Sudan,1993,86.6239,152.0481,3.4646,46.1302,37.0202,0.009,61.915916,52.12905674,37.99411221,8.3665,0.1336,77.1754,0.9485,65.4241,0.11,0.88,0.28,2.03,5.1752,0.0012
Sudan,1994,92.3517,157.7698,4.9206,48.3741,39.045,0.012,63.365958,54.37298928,40.01889952,9.6902,0.0926,81.5931,0.9758,65.4181,0.12,0.67,1.04,2.95,5.0288,0.0014
Sudan,1995,93.5989,159.0183,4.7542,49.2642,39.5655,0.015,63.200842,55.26310182,40.53940683,9.224,0.2092,83.1528,1.003,65.4194,0.13,0.88,0.72,2.76,4.8624,0.0016
Sudan,1996,95.5343,160.0395,4.5505,51.1819,39.772,0.0299,62.284458,56.98428437,40.74091613,10.5556,0.2204,83.7183,1.03,64.5052,0.14,1.01,0.45,2.62,5.0743,1.4014
Sudan,1997,100.5711,171.4528,5.4792,54.2209,40.8262,0.0448,63.513372,64.28381692,43.61081543,13.0873,0.184,86.2528,1.057,70.8817,0.13,1.12,0.85,3.1,5.2162,2.8011
Sudan,1998,106.1708,182.7801,5.0089,58.1777,42.9245,0.0596,64.076268,71.59396948,47.05018473,14.179,0.1586,90.7494,1.0839,76.6092,0.13,0.93,0.74,2.95,5.3581,4.2009
Sudan,1999,110.3268,187.4397,5.4836,61.1884,43.5802,0.0745,63.744514,75.45486203,48.16578403,16.1807,0.1881,92.8571,1.1109,77.1129,0.32,1.12,0.96,2.4,6.0999,5.6007
Sudan,2000,118.6733,191.5039,5.8733,65.8922,46.8185,0.0894,64.44812,76.97862458,49.98772333,18.1323,0.1627,99.2404,1.1379,72.8306,0.36,1.46,0.89,2.62,6.1618,7.0005
Sudan,2001,116.3268,135.8624,6.4253,65.7213,44.0636,0.1166,22.723174,68.88944355,44.13315354,20.1782,0.2119,94.7751,1.1616,19.5356,0.4,1.52,0.81,3.39,6.219,8.2392
Sudan,2002,127.9111,153.6994,7.8726,71.0673,48.8274,0.1438,29.218052,75.46766252,48.86988376,23.1341,0.2464,103.3453,1.1854,25.7883,0.41,2.13,0.83,3.87,6.8263,9.4778
Sudan,2003,129.8663,146.5493,8.1256,73.0638,48.5059,0.1709,22.043168,75.71776148,48.61742398,24.86,0.3065,103.4806,1.2091,16.6831,0.62,2.35,0.86,3.75,7.1835,10.7165
Sudan,2004,133.7145,155.0125,8.8939,75.4906,49.132,0.1981,26.644338,78.98739045,49.18262419,27.1258,0.352,104.9938,1.2329,21.2979,0.81,2.47,0.9,4.15,7.6507,11.9551
Sudan,2005,141.0194,159.5854,10.4049,78.9834,51.4059,0.2253,25.95778,81.93690942,51.46543441,30.1417,0.3902,109.2209,1.2566,18.566,1.01,2.72,1.3,4.86,8.0679,13.1938
Sudan,2006,137.8216,160.649,12.8089,77.4015,47.3322,0.279,31.817888,81.12797237,47.42414546,33.693,0.3779,102.4759,1.2847,22.8274,0.88,3.42,1.87,5.88,8.3366,14.1864
Sudan,2007,147.1181,167.3795,13.8712,81.5494,51.3648,0.3327,30.863296,84.73644532,51.44707651,35.7343,0.4939,109.5672,1.3128,20.2614,0.76,3.49,2.18,6.41,8.4753,15.179
Sudan,2008,147.7617,171.6731,14.9746,82.1013,50.2995,0.3863,34.973266,85.97047826,50.34300757,37.9456,0.5109,107.9644,1.3409,23.9113,0.83,3.87,2.06,7.62,8.224,16.1716
Sudan,2009,151.0676,184.6186,15.4514,83.9078,51.2684,0.44,42.94374,89.85525121,51.37960862,39.2969,0.7514,109.6504,1.3689,33.551,0.87,3.26,2.87,7.76,8.2426,17.1643
Sudan,2010,146.9691,171.2487,16.5316,82.3116,47.6323,0.4937,36.625488,86.37855416,47.75095967,40.6982,1.5452,103.3287,1.397,24.2795,0.9,1.64,3.65,8.74,8.5113,18.1569
Sudan,2011,152.2234,181.3503,17.1704,84.7059,49.7879,0.5592,41.244878,89.68645928,49.85982264,39.9976,3.1496,107.637,1.4292,29.1269,1.04,2.18,2.46,8.66,8.4062,18.2914
Sudan,2012,148.6225,177.3542,14.46,84.5961,48.9418,0.6247,38.22624,89.4920644,49.0111856,40.107,,106.4396,1.4613,28.7316,0.75,2.08,2.29,8.64,8.6711,18.4259
Suriname,1990,2.9594,5.0932,1.81,0.6433,0.3526,0.1534,3.900906,0.67628908,0.362554295,,0.1791,0.7803,0.0697,2.1338,,,,,,0.146
Suriname,1991,3.3036,5.4374,2.0995,0.7142,0.3494,0.1406,4.190362,0.747140959,0.359347853,,0.1662,0.8244,0.0699,2.1338,,,,,,0.1692
Suriname,1992,3.3954,5.5292,2.1105,0.7938,0.3634,0.1277,4.201354,0.826802839,0.373311412,,0.1533,0.8945,0.0702,2.1338,,,,,,0.1924
Suriname,1993,3.387,5.5208,2.1544,0.758,0.3598,0.1148,4.245322,0.790964719,0.36973497,,0.1405,0.8316,0.0705,2.1338,,,,,,0.2156
Suriname,1994,3.3847,5.5185,2.1618,0.7618,0.3592,0.1019,4.25265,0.794796598,0.369138528,,0.1313,0.8114,0.0708,2.1338,,,,,,0.2389
Suriname,1995,3.4419,5.5757,2.1801,0.8169,0.3559,0.0891,4.27097,0.849848478,0.365782087,,0.1184,0.8396,0.0711,2.1338,,,,,,0.2621
Suriname,1996,3.4166,5.5359,2.1288,0.8424,0.3725,0.0729,4.206324,0.873903387,0.382793327,,0.1022,0.8614,0.0721,2.1193,,,,,,0.2814
Suriname,1997,3.3818,5.5179,2.1398,0.8127,0.3725,0.0567,4.232066,0.846418295,0.382644567,,0.0861,0.8113,0.0731,2.1361,,,,,,0.3008
Suriname,1998,3.3964,5.6228,2.1618,0.8287,0.3654,0.0406,4.29514,0.898813203,0.388305807,,0.0699,0.7998,0.0742,2.2264,,,,,,0.3201
Suriname,1999,3.3913,5.4747,2.1508,0.8496,0.3665,0.0244,4.212068,0.866548112,0.371727047,,0.0537,0.8014,0.0752,2.0834,,,,,,0.3395
Suriname,2000,3.3148,5.3707,2.1251,0.8182,0.3632,0.0082,4.17138,0.82563302,0.365408287,,0.0375,0.7464,0.0762,2.0559,,,,,,0.3589
Suriname,2001,3.4868,5.5193,2.2717,0.8466,0.3578,0.0108,4.30398,0.846701244,0.357874667,,0.0437,0.7694,0.0772,2.0325,,,,,,0.3578
Suriname,2002,3.3792,5.4331,2.257,0.7661,0.3428,0.0133,4.301534,0.773319468,0.344991046,,0.0463,0.674,0.0782,2.0539,,,,,,0.3567
Suriname,2003,3.441,5.7598,2.246,0.8274,0.3517,0.0158,4.444602,0.919927692,0.379397425,,0.0488,0.7443,0.0792,2.3188,,,,,,0.3556
Suriname,2004,3.4699,5.6594,2.2973,0.7994,0.3548,0.0184,4.420118,0.850685915,0.370263805,,0.0513,0.7195,0.0802,2.1895,,,,,,0.3545
Suriname,2005,3.5108,5.5893,2.3853,0.7679,0.3368,0.0209,4.447174,0.780954139,0.340260184,,0.0539,0.67,0.0813,2.0785,,,,,,0.3534
Suriname,2006,3.6218,8.5432,2.4476,0.79,0.3604,0.0237,7.323672,0.824583956,0.37116432,,0.0567,0.6886,0.0822,4.9214,,,,,,0.3797
Suriname,2007,3.623,8.5,2.4476,0.8021,0.3468,0.0266,7.299762,0.821103772,0.352518457,,0.0596,0.6598,0.0831,4.8769,,,,,,0.406
Suriname,2008,3.7191,8.6589,2.4476,0.838,0.4042,0.0295,7.341782,0.873653588,0.414012593,,0.0624,0.7258,0.084,4.9398,,,,,,0.4324
Suriname,2009,3.8176,8.887,2.4732,0.9384,0.3737,0.0323,7.44255,1.016053405,0.39611673,,0.0653,0.7685,0.0849,5.0694,,,,,,0.4587
Suriname,2010,3.7706,8.595,2.3889,0.9607,0.3858,0.0352,7.211038,0.962513221,0.386310866,,0.0681,0.7756,0.0859,4.8245,,,,,,0.485
Suriname,2011,3.3001,8.12,1.9089,0.9727,0.3791,0.0394,6.728214,0.973055681,0.379265191,,0.0687,0.7854,0.0868,4.8198,,,,,,0.4796
Suriname,2012,3.5951,8.6304,2.2682,0.9413,0.3419,0.0437,7.21605,1.00897814,0.361679515,,,0.7213,0.0877,5.0353,,,,,,0.4742
Swaziland,1990,1.9825,3.0395,0.425,1.0446,0.5129,0,1.406494,1.09744826,0.535515629,,0,1.0753,0.3071,1.057,,,,,,0.0953
Swaziland,1991,1.9327,2.0396,0.3261,1.086,0.5205,0.0001,0.357496,1.138857205,0.543168821,,0.0001,1.1089,0.3156,0.1069,,,,,,0.0966
Swaziland,1992,1.9126,2.0358,0.2638,1.111,0.5376,0.0001,0.311428,1.163916151,0.560272012,,0.0001,1.1357,0.3241,0.1231,,,,,,0.0979
Swaziland,1993,1.617,1.7563,0.1319,1.0209,0.4639,0.0002,0.195734,1.073815096,0.486545204,,0.0002,0.9564,0.3326,0.1393,,,,,,0.0993
Swaziland,1994,1.978,2.1335,0.4836,1.0498,0.4442,0.0003,0.563698,1.102684042,0.466868396,,0.0003,0.9502,0.3411,0.1556,,,,,,0.1006
Swaziland,1995,1.9869,2.1587,0.4543,1.0758,0.4564,0.0004,0.550606,1.128692987,0.479011587,,0.0004,0.973,0.3496,0.1718,,,,,,0.102
Swaziland,1996,1.9116,2.1,0.3408,1.1092,0.461,0.0007,0.453062,1.16247524,0.483782918,,0.0007,0.9835,0.3593,0.1884,,,,,,0.1204
Swaziland,1997,2.7866,2.9727,1.2018,1.1284,0.4553,0.0011,1.330152,1.168887492,0.472574249,,0.0011,0.9697,0.3691,0.1861,,,,,,0.1388
Swaziland,1998,2.806,3.0552,1.2128,1.1377,0.4541,0.0014,1.357724,1.210629744,0.48541558,,0.0014,0.9503,0.3789,0.2492,,,,,,0.1572
Swaziland,1999,2.8189,3.0431,1.2348,1.1456,0.4368,0.0018,1.394608,1.190601997,0.456106911,,0.0018,0.9135,0.3887,0.2242,,,,,,0.1757
Swaziland,2000,2.7936,3.0189,1.1871,1.1661,0.4383,0.0021,1.363176,1.200564249,0.453048242,,0.0021,0.9081,0.3984,0.2253,,,,,,0.1941
Swaziland,2001,2.6549,2.7955,1.1395,1.1093,0.4033,0.0028,1.252974,1.128558075,0.411203492,,0.0028,0.8182,0.4065,0.1407,,,,,,0.1838
Swaziland,2002,2.6347,2.7977,1.1248,1.1122,0.3943,0.0034,1.252238,1.137251901,0.404828742,,0.0034,0.8139,0.4145,0.163,,,,,,0.1735
Swaziland,2003,2.6269,2.8055,1.0442,1.154,0.4246,0.004,1.18413,1.181145727,0.436153992,,0.004,0.8878,0.4225,0.1786,,,,,,0.1633
Swaziland,2004,2.627,2.8556,1.0296,1.1591,0.4337,0.0047,1.185574,1.209889553,0.455479242,,0.0047,0.9039,0.4305,0.2286,,,,,,0.153
Swaziland,2005,2.6349,2.8498,1.0149,1.1665,0.4482,0.0053,1.188468,1.195623378,0.460374492,,0.0053,0.9276,0.4385,0.2148,,,,,,0.1427
Swaziland,2006,2.5784,2.655,1.0149,1.1459,0.4116,0.006,1.064618,1.164962616,0.419456701,,0.006,0.8503,0.4451,0.0766,,,,,,0.1538
Swaziland,2007,2.695,3.0081,1.0626,1.1874,0.4383,0.0067,1.12399,1.363251853,0.514168909,,0.0067,0.8985,0.4518,0.3131,,,,,,0.1649
Swaziland,2008,2.7348,3.0532,1.0955,1.2015,0.4303,0.0074,1.167656,1.373481091,0.504591118,,0.0074,0.8844,0.4584,0.3184,,,,,,0.1759
Swaziland,2009,2.687,2.8074,1.0442,1.2134,0.4213,0.0081,1.1245,1.241420328,0.433303327,,0.0081,0.8671,0.465,0.1203,,,,,,0.187
Swaziland,2010,2.7611,2.9163,1.0406,1.2626,0.4491,0.0089,1.134206,1.305769566,0.467455535,,0.0089,0.9241,0.4716,0.1552,,,,,,0.1981
Swaziland,2011,2.77,2.9089,1.0442,1.2697,0.4463,0.0098,1.14721,1.294868284,0.45701776,,0.0098,0.9188,0.4773,0.1389,,,,,,0.2003
Swaziland,2012,2.6822,2.8528,0.9369,1.2834,0.4512,0.0107,1.05321,1.321517002,0.467399984,,,0.9279,0.483,0.1706,,,,,,0.2026
Sweden,1990,68.3717,90.2612,54.0248,7.4786,6.3535,0.5148,75.911128,7.480691417,6.354520943,54.5909,2.662,7.9201,3.1987,21.8895,3.16,9.76,12.79,19.77,12.1889,0.082
Sweden,1991,68.7193,71.2171,54.7645,7.3335,6.0667,0.5546,57.259074,7.335685403,6.067724875,55.397,2.6472,7.5118,3.1633,2.4978,3.56,11.88,12.09,19.45,11.895,0.082
Sweden,1992,71.4664,73.9642,57.2895,7.4118,6.1707,0.5944,59.784134,7.413979388,6.171698807,58.0031,2.6178,7.7176,3.1278,2.4978,3.98,11.62,14.03,20.21,12.0611,0.082
Sweden,1993,71.2921,73.7899,56.8372,7.426,6.3948,0.6341,59.331866,7.428183374,6.395782739,57.6492,2.5811,7.9795,3.0924,2.4978,4.51,11.87,14.92,19.33,11.4472,0.082
Sweden,1994,73.5094,76.0072,59.1236,7.4127,6.2993,0.6739,61.618222,7.41481736,6.300266671,59.9553,2.603,7.8942,3.0569,2.4978,5.06,12.39,15.51,20.08,11.8934,0.0819
Sweden,1995,72.999,75.4968,58.8741,7.2709,6.1404,0.7136,61.36876,7.273081345,6.141370603,59.5314,2.8191,7.6171,3.0214,2.4978,5.06,11.7,15.67,20.23,11.8495,0.0819
Sweden,1996,78.5777,81.0737,64.3501,7.1956,6.2722,0.7598,66.843632,7.197230828,6.273048404,65.0394,2.8073,7.7755,2.9655,2.496,5.26,16.12,16.19,20.03,12.6155,0.0838
Sweden,1997,72.4136,74.908,58.2612,7.1155,6.2309,0.8059,60.753874,7.116690311,6.231506205,59.0073,2.7406,7.756,2.9096,2.4944,5.95,11.93,15.08,20.32,11.5916,0.0857
Sweden,1998,72.8908,75.4203,59.0312,6.9363,6.0712,0.8521,61.545144,6.947129794,6.075924007,59.7453,2.7728,7.519,2.8537,2.5295,6.81,12.78,15.02,20.62,11.2377,0.0876
Sweden,1999,71.5488,74.0437,57.8568,6.813,5.9807,0.8982,60.349812,6.814299277,5.981371808,58.5032,2.8307,7.4071,2.7978,2.4949,6.8,11.59,14.95,21.12,10.7537,0.0895
Sweden,2000,67.5783,70.0706,54.0327,6.6471,5.9541,0.9444,56.524134,6.64765876,5.954429609,54.4812,3.0388,7.3164,2.7419,2.4923,6.34,9.74,14.35,21.27,9.0298,0.0914
Sweden,2001,66.8874,44.4689,53.539,6.4954,5.8268,1.0261,31.12056,6.495418751,5.82681625,54.002,3.0796,7.1618,2.6439,-22.4185,6.48,10.48,13.24,21.22,8.9691,0.0929
Sweden,2002,68.5452,46.117,55.3154,6.3608,5.7613,1.1078,32.887166,6.360798742,5.76128289,55.7728,3.1204,7.0861,2.5459,-22.4282,5.35,11.55,13.85,21.45,8.8284,0.0944
Sweden,2003,69.4261,46.9881,56.3548,6.2102,5.6716,1.1895,33.916818,6.210208734,5.671599531,56.9137,3.0843,6.9702,2.4479,-22.438,6.6,13.06,13.21,21.7,8.8477,0.0959
Sweden,2004,67.9122,45.4645,54.8497,6.1526,5.6387,1.2712,32.402038,6.152578725,5.638746171,55.3745,3.1837,7.0041,2.3499,-22.4477,7.84,12.63,13.21,22.16,7.277,0.0974
Sweden,2005,64.5153,42.0579,51.6884,6.0156,5.4585,1.3529,29.230922,6.015628717,5.458462812,52.1753,3.2868,6.8112,2.2519,-22.4574,7.99,11.45,11.83,22.49,6.3064,0.099
Sweden,2006,62.0164,39.6265,49.4893,5.8359,5.364,1.3272,27.077184,5.851063883,5.371048103,49.8361,3.3689,6.6687,2.1427,-22.3898,8.53,11.69,10.74,22.44,4.8835,0.0827
Sweden,2007,60.2169,37.7741,47.8193,5.6582,5.4379,1.3016,25.376444,5.658229049,5.437883394,48.1469,3.33,6.6966,2.0334,-22.4428,8.47,10.11,10.67,22.72,4.5805,0.0664
Sweden,2008,58.2246,35.8003,45.8536,5.5309,5.5642,1.2759,23.420596,5.536634215,5.567178685,46.2077,3.2655,6.8273,1.9241,-22.4243,8.75,10.5,9.45,21.97,4.2376,0.0501
Sweden,2009,55.111,32.6682,43.2593,5.3467,5.2548,1.2502,20.816444,5.346659381,5.254833975,43.5885,3.2523,6.4654,1.8148,-22.4428,8.81,10.81,6.91,21.12,4.7147,0.0338
Sweden,2010,60.4737,38.0309,48.6536,5.2361,5.3593,1.2246,26.210796,5.236134547,5.359349266,48.9993,3.1878,6.5911,1.7055,-22.4428,8.23,13.24,9.12,21.56,5.0618,0.0175
Sweden,2011,56.8,34.3572,44.8836,5.227,5.4026,1.2868,22.440796,5.227005907,5.402584595,45.2286,3.25,6.6029,1.7085,-22.4428,7.62,10.62,9.07,20.93,4.5912,0.0175
Sweden,2012,53.6686,31.2258,41.8636,5.1806,5.2753,1.3491,19.420796,5.180607267,5.275349924,42.248,3.3123,6.4069,1.7114,-22.4428,7.42,10.12,8.21,20.03,3.8706,0.0175
Switzerland,1990,52.5967,51.3604,44.1878,5.5148,2.6636,0.2305,42.951486,5.514792597,2.663627663,42.5436,3.0166,6.1278,0.9087,-1.2363,3.06,2.44,6,14.43,19.2745,0.3991
Switzerland,1991,54.5407,51.5785,46.2613,5.3949,2.6525,0.2319,43.299026,5.394964024,2.652546828,44.8504,2.7547,6.0537,0.8819,-2.9622,2.88,2.9,6.11,14.85,20.6135,0.3769
Switzerland,1992,54.375,51.4015,46.2615,5.2476,2.6326,0.2334,43.287846,5.247615451,2.632635993,45.0571,2.5295,5.9433,0.8551,-2.9736,3.13,3.06,6.14,15.19,20.3124,0.3547
Switzerland,1993,51.8598,48.8749,43.8932,5.1121,2.6197,0.2348,40.908266,5.112076878,2.619725158,42.7739,2.3959,5.8517,0.8283,-2.9849,3.3,2.68,5.74,14.18,19.8414,0.3325
Switzerland,1994,50.9919,47.9956,43.0564,5.0725,2.6268,0.2362,40.060136,5.072508305,2.626784323,41.7507,2.5737,5.876,0.8015,-2.9963,3.52,2.88,6.01,14.54,18.0104,0.3104
Switzerland,1995,51.7084,48.7008,43.8442,4.9953,2.6313,0.2376,40.836588,4.995279732,2.631333487,42.6575,2.3961,5.8601,0.7747,-3.0076,3.68,2.92,6.2,14.28,18.9693,0.2882
Switzerland,1996,52.4164,49.3975,44.5437,4.9579,2.6252,0.2896,41.52472,4.957901793,2.625259382,43.5568,2.2523,5.8503,0.7571,-3.0189,3.84,3.03,6.18,14.3,19.7684,0.2785
Switzerland,1997,50.8078,47.7775,43.197,4.7271,2.5421,0.3415,40.16674,4.727133853,2.542115278,42.2362,2.2623,5.57,0.7394,-3.0303,4,3.06,5.96,14.76,18.1874,0.2688
